Word,freqfilms2,freqlivres,cgram
agrafage,0.03,0.00,NOM
agrafe,0.34,0.88,NOM
agrafer,0.85,0.47,VER
agrafeur,0.03,0.00,NOM
agrafeuse,0.73,0.07,NOM
agrainage,0.00,0.07,NOM
agraire,0.31,0.41,ADJ
agrandir,3.89,2.70,VER
agrandissement,0.68,1.28,NOM
agrandisseur,0.13,0.20,NOM
agranulocytose,0.01,0.00,NOM
agrarien,0.00,0.14,ADJ
agréable,1.25,1.55,NOM
agréable,37.71,31.35,ADJ
agréablement,0.63,3.65,ADV
agréé,0.00,0.07,NOM
agréé,0.14,0.47,ADJ
agréer,0.45,3.18,VER
agrég,0.14,0.00,NOM
agrégat,0.02,0.47,NOM
agrégatif,0.00,0.14,ADJ
agrégatif,0.00,0.41,NOM
agrégation,0.29,2.97,NOM
agrégative,0.00,0.07,NOM
agrégé,0.12,0.47,NOM
agrégé,0.34,0.20,ADJ
agréger,0.00,0.07,VER
agrément,1.50,6.01,NOM
agrémenté,0.14,0.00,ADJ
agrémenter,0.03,0.41,VER
agrès,0.24,1.01,NOM
agresser,2.42,0.34,VER
agresseur,0.06,0.20,ADJ
agresseur,5.03,2.43,NOM
agressif,5.76,6.82,ADJ
agression,10.92,4.53,NOM
agressivement,0.11,1.01,ADV
agressivité,2.54,4.86,NOM
agreste,0.10,0.68,ADJ
agricole,2.03,4.32,ADJ
agriculteur,0.42,0.54,NOM
agriculture,3.39,2.77,NOM
agrippant,0.00,0.07,ADJ
agrippement,0.00,0.07,NOM
agripper,0.44,1.28,VER
agroalimentaire,0.01,0.00,ADJ
agroalimentaire,0.04,0.00,NOM
agronome,0.40,0.20,NOM
agronomie,0.07,0.07,NOM
agronomique,0.03,0.07,ADJ
agrume,0.01,0.07,NOM
aguardiente,0.03,0.00,NOM
aguerri,0.59,0.41,ADJ
aguerrir,0.07,0.20,VER
aguichage,0.01,0.00,NOM
aguichant,0.04,0.07,ADJ
aguiche,0.01,0.00,NOM
aguicher,0.21,0.41,VER
aguicheur,0.06,0.07,ADJ
ahanant,0.00,0.27,ADJ
ahanement,0.00,0.07,NOM
ahaner,0.00,0.27,VER
ahuri,0.34,4.46,ADJ
ahuri,0.37,1.76,NOM
ahurir,0.00,0.41,VER
ahurissant,0.42,1.15,ADJ
ahurissement,0.00,1.76,NOM
aicher,0.10,0.00,VER
aider,362.77,60.41,VER
aïeul,1.08,4.46,NOM
aigle,5.50,7.91,NOM
aiglefin,0.00,0.07,NOM
aiglon,0.42,0.68,NOM
aigre,0.21,1.22,NOM
aigre,0.42,8.38,ADJ
aigrelet,0.00,1.35,ADJ
aigrement,0.00,1.42,ADV
aigrette,0.02,1.22,NOM
aigreur,0.21,2.91,NOM
aigri,0.20,0.20,NOM
aigri,0.79,0.54,ADJ
aigrir,0.01,0.41,VER
aiguade,0.00,0.14,NOM
aiguail,0.00,0.27,NOM
aiguière,0.00,0.27,NOM
aiguillage,0.48,1.42,NOM
aiguillat,0.02,0.00,NOM
aiguille,10.40,18.38,NOM
aiguillée,0.01,0.14,NOM
aiguiller,0.21,0.27,VER
aiguilleur,0.29,0.34,NOM
aiguillon,0.35,2.09,NOM
aiguillonner,0.03,0.27,VER
aiguisé,0.66,0.34,ADJ
aiguiser,0.84,1.62,VER
aiguiseur,0.04,0.00,NOM
aiguisoir,0.01,0.07,NOM
aïkido,0.02,0.07,NOM
aileron,0.42,0.41,NOM
ailette,0.01,0.14,NOM
ailier,1.35,1.22,NOM
ailler,0.01,0.00,VER
ailleurs,128.74,346.35,ADV
aimable,21.98,24.59,ADJ
aimablement,0.52,3.85,ADV
aimant,1.18,0.81,ADJ
aimant,1.70,2.70,NOM
aimantation,0.00,0.47,NOM
aimanter,0.02,0.14,VER
aimer,90.44,84.46,VER
aînesse,0.07,0.47,NOM
ainsi,207.68,469.46,ADV
aïoli,0.01,0.27,NOM
airain,0.17,1.69,NOM
airbag,0.44,0.00,NOM
airbus,0.01,0.00,NOM
airedale,0.01,0.00,NOM
airelle,0.08,0.07,NOM
aisance,1.44,15.20,NOM
aisément,2.51,11.69,ADV
aisseau,0.01,0.00,NOM
aisselle,0.54,3.72,NOM
aître,0.00,0.07,NOM
aixois,0.00,0.07,ADJ
aixois,0.00,0.14,NOM
ajaccienne,0.00,0.07,NOM
ajointer,0.00,0.07,VER
ajonc,0.00,0.20,NOM
ajouré,0.00,0.81,ADJ
ajourné,0.04,0.00,ADJ
ajournement,0.45,0.07,NOM
ajourner,0.28,0.47,VER
ajout,0.73,0.20,NOM
ajoute,0.02,0.27,NOM
ajouté,0.09,0.20,NOM
ajouté,0.09,0.34,ADJ
ajouter,15.45,33.85,VER
ajustable,0.07,0.07,ADJ
ajustage,0.01,0.14,NOM
ajusté,0.28,1.22,ADJ
ajustement,0.40,0.61,NOM
ajuster,1.77,1.76,VER
ajusteur,0.62,0.54,NOM
ajusture,0.00,0.07,NOM
ajutage,0.10,0.00,NOM
akkadien,0.03,0.00,NOM
akkadienne,0.01,0.00,ADJ
akvavit,0.01,0.20,NOM
alacrité,0.01,0.61,NOM
alain,0.14,0.00,NOM
alaire,0.14,0.00,ADJ
alaise,0.02,0.07,NOM
alambic,0.65,1.08,NOM
alangui,0.02,0.95,ADJ
alanguir,0.00,0.20,VER
alanguissement,0.00,0.34,NOM
alarmant,1.12,0.81,ADJ
alarme,16.71,6.35,NOM
alarmer,1.19,1.22,VER
alarmisme,0.00,0.07,NOM
alarmiste,0.13,0.00,NOM
alarmiste,0.19,0.00,ADJ
albacore,0.09,0.00,NOM
albanais,0.36,0.95,NOM
albanais,0.39,0.74,ADJ
albanophone,0.01,0.00,ADJ
albâtre,0.04,0.07,ADJ
albâtre,0.57,2.97,NOM
albatros,2.01,1.15,NOM
albène,0.00,0.07,NOM
albertine,0.00,0.07,NOM
albigeois,0.00,0.14,ADJ
albigeois,0.00,0.14,NOM
albinisme,0.02,0.00,NOM
albinos,0.47,0.74,ADJ
alboche,0.00,0.07,NOM
albugo,0.00,0.07,NOM
album,9.36,13.31,NOM
albumine,0.17,0.14,NOM
alcade,0.30,0.20,NOM
alcalde,0.05,0.00,NOM
alcali,0.08,0.27,NOM
alcalin,0.09,0.07,ADJ
alcaliniser,0.02,0.00,VER
alcalinité,0.03,0.00,NOM
alcaloïde,0.16,0.00,NOM
alcalose,0.02,0.00,NOM
alcatraz,1.09,0.20,NOM
alcazar,0.53,1.69,NOM
alchimie,0.95,1.82,NOM
alchimique,0.02,0.81,ADJ
alchimiste,2.65,2.16,NOM
alcibiade,0.01,0.00,NOM
alcool,40.29,39.73,NOM
alcoolémie,0.58,0.20,NOM
alcoolique,2.75,0.95,NOM
alcoolique,3.54,1.55,ADJ
alcoolisé,0.31,0.47,ADJ
alcoolisme,1.84,0.95,NOM
alcoolo,0.98,0.68,NOM
alcoolo,1.08,0.27,ADJ
alcoomètre,0.00,0.07,NOM
alcootest,0.31,0.20,NOM
alcoran,0.00,0.07,NOM
alcôve,0.79,4.32,NOM
alcyon,0.13,0.61,NOM
aldéhyde,0.01,0.07,NOM
alderman,0.14,0.00,NOM
aldol,0.05,0.00,NOM
aléatoire,1.36,1.96,ADJ
aléatoirement,0.09,0.00,ADV
alène,0.24,0.34,NOM
alentour,1.63,8.92,ADV
aléoutien,0.02,0.00,ADJ
aleph,0.05,0.41,NOM
alerte,0.01,0.00,ADV
alerte,8.05,6.55,ADJ
alerte,12.66,10.47,NOM
alerté,0.03,0.61,ADJ
alertement,0.00,0.27,ADV
alerter,1.61,2.91,VER
alèse,0.01,0.61,NOM
aléser,0.00,0.07,VER
alevin,0.01,0.07,NOM
alexandra,0.51,0.47,NOM
alexandrin,0.27,0.00,ADJ
alexandrin,0.54,0.41,NOM
alexie,0.01,0.00,NOM
alexithymie,0.03,0.00,NOM
alezan,0.01,0.47,ADJ
alezan,0.11,1.01,NOM
alèze,0.00,0.07,NOM
algarade,0.02,1.62,NOM
algèbre,1.37,2.03,NOM
algébrique,0.11,0.27,ADJ
algébriquement,0.00,0.07,ADV
algébriste,0.00,0.07,NOM
algérien,0.31,2.50,NOM
algérien,0.46,3.18,ADJ
algérois,0.00,0.61,ADJ
algie,0.27,0.00,NOM
algonquin,0.05,0.34,ADJ
algonquin,0.09,0.47,NOM
algorithme,0.51,0.00,NOM
algorithmique,0.13,0.07,ADJ
algue,0.29,1.62,NOM
alhambra,0.00,1.76,NOM
alias,5.45,3.85,ADV
alibi,10.28,5.47,NOM
alidade,0.00,0.07,NOM
aliénant,0.14,0.14,ADJ
aliénation,1.19,1.49,NOM
aliéné,0.09,0.20,ADJ
aliéné,0.54,0.14,NOM
aliéner,0.12,0.54,VER
aliéniste,0.05,0.00,NOM
aligné,0.02,0.00,ADJ
alignement,1.66,4.12,NOM
aligner,1.61,3.78,VER
aligot,0.03,0.00,NOM
aligoté,0.00,0.20,ADJ
aligoté,0.00,0.20,NOM
aliment,1.11,1.76,NOM
alimentaire,4.50,2.57,ADJ
alimentation,5.59,4.19,NOM
alimenter,2.62,3.85,VER
alinéa,0.73,0.47,NOM
alise,0.01,0.00,NOM
alisier,0.00,0.07,NOM
alitement,0.01,0.00,NOM
aliter,0.02,0.20,VER
alizé,0.00,0.07,ADJ
alizé,0.10,0.41,NOM
alkali,0.06,0.00,NOM
allaitant,0.00,0.07,ADJ
allaitement,0.29,0.14,NOM
allaiter,0.60,0.61,VER
allant,0.41,3.04,NOM
allant,0.76,4.19,ADJ
alléchant,0.25,0.68,ADJ
allécher,0.04,0.20,VER
allée,9.89,36.08,NOM
allégation,0.28,0.07,NOM
allégeance,1.61,1.35,NOM
allégement,0.03,0.47,NOM
allègement,0.04,0.20,NOM
alléger,1.40,1.69,VER
allégorie,0.38,1.15,NOM
allégorique,0.04,0.68,ADJ
allégoriquement,0.10,0.07,ADV
allègre,0.13,4.46,ADJ
allégrement,0.03,2.77,ADV
allègrement,0.33,2.03,ADV
allégresse,2.36,11.82,NOM
allegretto,0.00,0.27,ADV
allegro,0.02,0.27,NOM
allegro,0.11,0.47,ADV
alléguer,0.00,0.20,VER
allèle,0.01,0.00,ADJ
allèle,0.04,0.00,NOM
alléluia,0.71,0.20,NOM
allemagne,0.08,0.27,NOM
allemand,16.43,26.89,NOM
allemand,19.91,27.97,ADJ
aller,17.21,8.04,NOM
aller,816.76,368.04,VER
allergène,0.01,0.00,ADJ
allergène,0.04,0.00,NOM
allergie,3.12,0.61,NOM
allergique,7.76,0.61,ADJ
allergologie,0.14,0.00,NOM
allergologue,0.03,0.00,NOM
alliacé,0.00,0.14,ADJ
alliage,0.81,0.95,NOM
alliance,16.73,20.81,NOM
allié,0.39,6.15,ADJ
allié,2.40,4.05,NOM
allier,0.03,0.00,NOM
allier,1.14,0.88,VER
alligator,1.63,0.20,NOM
allitératif,0.01,0.00,ADJ
allitération,0.05,0.00,NOM
allium,0.02,0.00,NOM
allobarbital,0.00,0.07,NOM
alloc,0.18,0.00,NOM
allocation,1.35,0.41,NOM
allocations,0.00,0.07,ADJ
allochtone,0.01,0.00,NOM
allocution,0.31,3.11,NOM
allogreffe,0.01,0.00,NOM
allonge,0.46,0.54,NOM
allongé,1.71,3.92,ADJ
allongement,0.09,0.68,NOM
allonger,9.96,12.16,VER
allopathie,0.14,0.00,NOM
allostérique,0.01,0.00,ADJ
allouer,0.09,0.34,VER
allumage,1.75,1.35,NOM
allumé,0.67,0.61,NOM
allumé,1.30,3.11,ADJ
allumer,11.98,20.74,VER
allumette,4.43,9.73,NOM
allumeur,0.32,0.14,NOM
allumoir,0.00,0.07,NOM
allure,10.00,57.09,NOM
alluré,0.00,0.07,ADJ
allusif,0.00,0.34,ADJ
allusion,3.88,23.18,NOM
allusivement,0.10,0.14,ADV
alluvion,0.01,0.14,NOM
almanach,0.89,1.22,NOM
almée,0.00,0.14,NOM
almohade,0.10,0.07,NOM
aloès,0.23,1.15,NOM
alopécie,0.05,0.07,NOM
alors,1777.65,1033.78,ADV
alose,0.04,0.20,NOM
alouette,1.32,1.82,NOM
alourdir,0.38,1.82,VER
alourdissement,0.00,0.14,NOM
aloyau,0.27,0.27,NOM
alpaga,0.12,1.28,NOM
alpage,0.00,0.34,NOM
alpaguer,0.09,0.74,VER
alpenstock,0.00,0.34,NOM
alpestre,0.10,0.27,ADJ
alpha,2.09,0.61,NOM
alphabet,3.14,4.39,NOM
alphabétique,1.00,1.69,ADJ
alphabétiquement,0.14,0.07,ADV
alphabétisation,0.30,0.07,NOM
alphabétisé,0.01,0.00,ADJ
alphabétiser,0.02,0.00,VER
alphanumérique,0.07,0.00,ADJ
alpin,0.18,0.95,ADJ
alpinisme,0.67,0.61,NOM
alpiniste,0.95,1.15,NOM
alsacien,0.01,1.69,NOM
alsacien,0.02,1.89,ADJ
alstonia,0.14,0.00,NOM
alter,0.00,0.07,ADV
altérable,0.01,0.00,ADJ
altération,0.59,0.95,NOM
altercation,1.12,1.42,NOM
altéré,0.22,0.47,ADJ
altérer,0.83,1.89,VER
altérité,0.02,0.20,NOM
alternance,0.20,2.84,NOM
alternant,0.01,0.20,ADJ
alternateur,0.14,0.00,NOM
alternatif,1.02,0.14,ADJ
alternative,4.96,1.89,NOM
alternativement,0.16,5.88,ADV
alterne,0.01,0.07,ADJ
alterné,0.01,0.34,ADJ
alterner,0.71,0.74,VER
altesse,12.72,1.08,NOM
althaea,0.01,0.00,NOM
altier,0.14,0.88,ADJ
altièrement,0.00,0.07,ADV
altimètre,0.72,0.14,NOM
altitude,6.37,6.35,NOM
altruisme,0.31,0.74,NOM
altruiste,0.05,0.07,NOM
altruiste,0.52,0.00,ADJ
altuglas,0.00,0.07,NOM
aluette,0.01,0.00,NOM
aluminium,2.38,4.32,NOM
alunir,0.25,0.07,VER
alunissage,0.51,0.00,NOM
alvar,0.05,0.00,NOM
alvéolaire,0.04,0.00,ADJ
alvéole,0.11,1.62,NOM
alvéolé,0.00,0.07,ADJ
alvin,0.12,0.00,ADJ
alysse,0.03,0.27,NOM
amabilité,2.81,3.78,NOM
amadou,0.01,1.76,NOM
amadouer,1.01,2.70,VER
amaigri,0.02,1.08,ADJ
amaigrissant,0.03,0.07,ADJ
amaigrissement,0.20,0.54,NOM
amalgame,0.30,1.82,NOM
amalgamer,0.00,0.27,VER
amande,1.07,3.99,NOM
amandier,0.14,0.34,NOM
amandine,0.01,0.00,NOM
amanite,0.00,0.14,NOM
amant,23.28,46.76,NOM
amante,1.04,5.54,NOM
amarante,0.00,0.54,ADJ
amarante,0.02,0.27,NOM
amaro,2.02,0.00,NOM
amarrage,0.45,0.54,NOM
amarre,0.58,1.42,NOM
amarrer,0.22,1.01,VER
amaryllis,0.03,1.22,NOM
amasser,0.47,1.55,VER
amateur,3.56,3.72,ADJ
amateur,5.53,7.16,NOM
amateurisme,0.12,0.34,NOM
amaurose,0.00,0.07,NOM
amazone,0.25,1.89,NOM
amazonien,0.03,0.07,ADJ
ambages,0.29,0.88,NOM
ambassade,8.85,13.38,NOM
ambassadeur,11.57,26.15,NOM
ambiance,12.33,11.08,NOM
ambiant,0.20,1.49,ADJ
ambidextre,0.20,0.00,NOM
ambidextre,0.32,0.00,ADJ
ambigu,1.77,4.05,ADJ
ambiguïté,0.39,2.84,NOM
ambitieux,0.43,1.76,NOM
ambitieux,4.82,3.72,ADJ
ambition,7.98,19.32,NOM
ambitionner,0.00,0.14,VER
ambivalence,0.28,0.34,NOM
ambivalent,0.11,0.14,ADJ
amble,0.30,0.47,NOM
ambler,0.05,0.00,VER
amboine,0.00,0.07,NOM
ambon,0.00,0.07,NOM
ambre,0.93,4.39,NOM
ambré,0.01,0.74,ADJ
ambrer,0.01,0.00,VER
ambroisie,0.51,0.14,NOM
ambulance,25.94,9.26,NOM
ambulancier,0.57,0.61,NOM
ambulant,0.06,0.34,NOM
ambulant,1.82,3.04,ADJ
ambulatoire,0.14,0.07,ADJ
améliorable,0.00,0.07,ADJ
améliorateur,0.04,0.00,ADJ
amélioration,2.08,2.23,NOM
amélioré,0.25,0.20,ADJ
améliorer,10.66,3.65,VER
aménagement,0.41,1.82,NOM
aménager,1.10,2.64,VER
amende,8.38,3.65,NOM
amendement,3.28,0.14,NOM
amender,1.06,0.47,VER
amène,0.81,0.81,ADJ
amenée,0.02,0.07,NOM
amener,35.60,18.18,VER
aménité,0.00,1.82,NOM
aménorrhée,0.28,0.14,NOM
amenuisement,0.00,0.14,NOM
amenuiser,0.01,0.47,VER
amèrement,0.63,5.20,ADV
américain,15.02,13.78,NOM
américain,30.93,25.95,ADJ
américanisation,0.02,0.07,NOM
américaniser,0.01,0.00,VER
américanisme,0.03,0.07,NOM
américanité,0.00,0.07,NOM
américano,0.01,0.20,NOM
américanophile,0.00,0.20,ADJ
américium,0.03,0.00,NOM
amérindien,0.03,0.00,NOM
amérindien,0.04,0.00,ADJ
amérique,0.34,1.08,NOM
amerlo,0.00,0.14,NOM
amerloque,0.61,1.01,NOM
amerrir,0.06,0.07,VER
amerrissage,0.16,0.00,NOM
amertume,4.64,19.05,NOM
améthyste,0.00,0.20,ADJ
améthyste,0.20,0.27,NOM
ameublement,0.12,0.88,NOM
ameuter,0.89,1.62,VER
amharique,0.27,0.00,NOM
amiable,1.06,1.82,ADJ
amiante,0.82,0.54,NOM
amibe,0.27,0.14,NOM
amical,4.26,11.22,ADJ
amicale,0.08,1.55,NOM
amicalement,1.15,4.12,ADV
amidon,0.49,0.74,NOM
amidonner,0.04,0.20,VER
amignoter,0.00,0.07,VER
amigo,4.75,0.95,NOM
aminci,0.10,0.14,ADJ
amincir,0.03,0.27,VER
amincissant,0.01,0.14,NOM
amincissant,0.03,0.07,ADJ
amincissement,0.10,0.14,NOM
amine,0.01,0.00,NOM
aminé,0.04,0.00,ADJ
aminophylline,0.01,0.00,NOM
amiral,4.02,8.45,ADJ
amiral,5.60,11.22,NOM
amirauté,0.22,6.89,NOM
amish,0.14,0.00,ADJ
amitié,32.39,67.70,NOM
ammoniac,0.17,0.00,ADJ
ammoniac,0.28,0.14,NOM
ammoniaque,0.07,0.07,ADJ
ammoniaque,0.40,0.27,NOM
ammoniaqué,0.00,0.14,ADJ
ammonite,0.40,0.14,NOM
ammonitrate,0.00,0.14,NOM
ammonium,0.36,0.00,NOM
amnésie,3.59,1.08,NOM
amnésique,1.16,0.20,NOM
amnésique,2.44,0.47,ADJ
amniocentèse,0.38,0.00,NOM
amnios,0.04,0.00,NOM
amniotique,0.14,0.14,ADJ
amnistiable,0.00,0.07,ADJ
amnistie,2.66,1.82,NOM
amnistié,0.01,0.07,NOM
amnistier,0.20,0.07,VER
amocher,0.41,0.27,VER
amoindrir,0.12,0.81,VER
amoindrissement,0.01,0.07,NOM
amollir,0.03,0.54,VER
amollissant,0.00,0.14,ADJ
amollissement,0.00,0.14,NOM
amonceler,0.01,0.14,VER
amoncellement,0.07,4.32,NOM
amont,0.01,0.27,ADJ
amont,1.40,3.85,NOM
amontillado,0.29,0.14,NOM
amoral,0.61,0.20,ADJ
amoraliste,0.05,0.00,NOM
amoralité,0.04,0.07,NOM
amorçage,0.09,0.07,NOM
amorce,1.19,3.92,NOM
amorcer,0.40,2.64,VER
amorçoir,0.00,0.07,NOM
amoroso,0.45,0.07,ADV
amorphe,0.14,0.88,ADJ
amorti,0.03,0.61,ADJ
amorti,0.05,0.07,NOM
amortir,0.41,1.62,VER
amortissement,0.42,0.20,NOM
amortisseur,0.20,0.00,NOM
amour,450.46,373.58,NOM
amouracher,0.44,0.20,VER
amourer,0.00,0.07,VER
amourette,0.54,0.47,NOM
amoureusement,0.22,2.50,ADV
amoureux,14.31,18.38,NOM
amoureux,63.41,31.28,ADJ
amovible,0.11,0.20,ADJ
ampélopsis,0.00,0.07,NOM
ampérage,0.01,0.00,NOM
ampère,0.01,0.00,NOM
ampèremètre,0.02,0.00,NOM
amphétamine,0.27,0.14,NOM
amphi,0.29,0.61,NOM
amphibie,0.04,0.14,NOM
amphibie,0.38,0.47,ADJ
amphibien,0.12,0.00,NOM
amphigouri,0.00,0.27,NOM
amphigourique,0.00,0.07,ADJ
amphithéâtre,0.46,2.09,NOM
amphitrite,0.00,0.07,NOM
amphitryon,0.13,0.07,NOM
amphore,0.45,0.81,NOM
ample,0.82,8.04,ADJ
amplement,1.33,1.82,ADV
ampleur,2.38,7.43,NOM
ampli,0.74,0.54,NOM
amplificateur,0.09,0.07,ADJ
amplificateur,0.26,0.20,NOM
amplification,0.19,0.54,NOM
amplifier,0.37,0.61,VER
amplitude,0.29,1.76,NOM
ampoule,4.80,11.49,NOM
ampoulé,0.05,0.54,ADJ
amputation,0.55,1.28,NOM
amputé,0.17,0.47,NOM
amputé,0.19,0.54,ADJ
amputer,1.17,1.01,VER
amulette,2.45,0.41,NOM
amure,0.00,0.14,NOM
amusant,25.24,13.04,ADJ
amusement,3.88,6.35,NOM
amuser,43.77,25.34,VER
amusette,0.03,0.61,NOM
amuseur,0.18,0.20,NOM
amygdale,0.21,0.07,NOM
amygdalectomie,0.13,0.00,NOM
amygdalien,0.02,0.00,ADJ
amygdalite,0.23,0.00,NOM
amylase,0.09,0.00,NOM
amyle,0.02,0.27,NOM
amylique,0.02,0.00,ADJ
amyotrophique,0.05,0.07,ADJ
anabaptiste,0.01,0.34,ADJ
anabase,0.00,0.14,NOM
anabolisant,0.01,0.00,ADJ
anabolisant,0.01,0.00,NOM
anachorète,0.10,0.41,NOM
anachronique,0.04,1.69,ADJ
anachroniquement,0.00,0.07,ADV
anachronisme,0.24,0.54,NOM
anacoluthe,0.10,0.07,NOM
anaconda,0.43,0.00,NOM
anadyomène,0.00,0.14,ADJ
anaérobie,0.05,0.00,ADJ
anaglyphe,0.04,0.00,NOM
anagramme,0.47,0.07,NOM
analgésie,0.01,0.00,NOM
analgésique,0.19,0.00,ADJ
analgésique,0.27,0.00,NOM
analogie,0.84,1.49,NOM
analogique,0.28,0.07,ADJ
analogue,0.05,0.54,NOM
analogue,0.38,4.66,ADJ
analphabète,0.35,0.47,NOM
analphabète,0.78,0.88,ADJ
analphabétisme,0.13,0.20,NOM
analysant,0.02,0.07,NOM
analyse,14.87,8.31,NOM
analysé,0.03,0.14,NOM
analyser,6.90,3.38,VER
analyseur,0.29,0.00,NOM
analyste,1.82,0.88,NOM
analytique,0.00,0.07,NOM
analytique,0.38,0.34,ADJ
analytiquement,0.01,0.07,ADV
anamnèse,0.00,0.07,NOM
anamorphose,0.00,0.27,NOM
ananas,2.02,3.51,NOM
anaphase,0.03,0.00,NOM
anaphoriquement,0.00,0.14,ADV
anaphylactique,0.52,0.00,ADJ
anaphylaxie,0.06,0.00,NOM
anarchie,4.18,4.80,NOM
anarchique,0.18,1.08,ADJ
anarchiquement,0.01,0.14,ADV
anarchisant,0.01,0.00,ADJ
anarchisme,0.71,0.47,NOM
anarchiste,0.98,2.16,NOM
anarchiste,1.19,2.16,ADJ
anastomose,0.08,0.00,NOM
anathème,1.08,0.88,NOM
anatomie,3.37,4.66,NOM
anatomique,0.10,1.15,ADJ
anatomiquement,0.09,0.20,ADV
anatomiser,0.00,0.07,VER
anatomiste,0.00,0.27,NOM
anatomophysiologique,0.00,0.07,ADJ
ancestral,1.04,1.89,ADJ
ancestralement,0.01,0.14,ADV
ancestralité,0.00,0.07,NOM
ancêtre,1.61,6.28,NOM
anche,0.17,0.27,NOM
anchilops,0.00,0.07,NOM
anchoïade,0.00,0.07,NOM
anchois,1.30,2.57,NOM
ancien,7.81,12.57,NOM
ancien,32.41,59.26,ADJ
anciennement,0.45,1.01,ADV
ancienneté,0.90,1.55,NOM
ancillaire,0.00,0.34,ADJ
ancolie,0.00,0.07,NOM
ancrage,0.19,0.41,NOM
ancre,4.63,4.53,NOM
ancré,0.11,0.41,ADJ
ancrer,0.26,0.61,VER
andain,0.00,0.07,NOM
andalou,0.01,0.88,NOM
andalou,0.20,1.08,ADJ
andante,0.00,0.07,ADV
andante,0.14,0.47,NOM
andouille,6.29,4.86,NOM
andouiller,0.00,0.20,NOM
andouillette,0.04,0.54,NOM
andrinople,0.00,0.20,NOM
androgyne,0.04,0.27,ADJ
androgyne,0.16,0.41,NOM
androgynie,0.00,0.07,NOM
androgynique,0.00,0.07,ADJ
androïde,0.12,0.07,ADJ
androïde,0.44,0.07,NOM
andropause,0.23,0.14,NOM
anéantir,4.41,3.78,VER
anéantissement,0.62,3.24,NOM
anecdote,1.13,5.34,NOM
anecdotier,0.01,0.00,NOM
anecdotique,0.14,0.61,ADJ
anecdotiquement,0.00,0.14,ADV
anémie,1.31,0.41,NOM
anémié,0.00,0.07,ADJ
anémique,0.52,0.81,ADJ
anémomètre,0.02,0.14,NOM
anémométrique,0.00,0.07,ADJ
anémone,0.05,0.68,NOM
ânerie,0.32,0.81,NOM
ânesse,0.90,0.20,NOM
anesthésiant,0.27,0.00,ADJ
anesthésiant,0.44,0.07,NOM
anesthésie,3.71,2.64,NOM
anesthésier,0.37,0.07,VER
anesthésique,0.21,0.20,ADJ
anesthésique,0.44,0.34,NOM
anesthésiste,0.82,0.61,NOM
aneth,0.07,0.61,NOM
anévrisme,1.28,0.07,NOM
anfractuosité,0.14,0.54,NOM
angéite,0.01,0.00,NOM
angélique,0.04,0.81,NOM
angélique,0.41,3.85,ADJ
angéliquement,0.00,0.14,ADV
angélisme,0.00,0.47,NOM
angelot,0.37,0.74,NOM
angélus,0.80,1.28,NOM
angevin,0.10,0.00,ADJ
angine,1.20,2.30,NOM
angiocholite,0.01,0.00,NOM
angiographie,0.32,0.00,NOM
angiome,0.13,0.00,NOM
angioplastie,0.19,0.00,NOM
anglais,23.02,36.69,ADJ
anglais,48.81,69.46,NOM
angle,11.56,46.89,NOM
angler,0.01,0.07,VER
angleterre,0.20,0.47,NOM
anglican,0.02,0.07,NOM
anglican,0.06,0.34,ADJ
angliche,0.32,0.20,NOM
anglicisation,0.00,0.07,NOM
angliciser,0.01,0.00,VER
anglomane,0.00,0.07,ADJ
anglomanie,0.00,0.07,NOM
anglophile,0.01,0.00,NOM
anglophile,0.02,0.20,ADJ
anglophobe,0.01,0.00,ADJ
anglophobie,0.00,0.07,NOM
anglophone,0.09,0.14,ADJ
angoissant,0.80,1.96,ADJ
angoisse,14.98,60.68,NOM
angoissé,0.07,0.68,NOM
angoissé,0.28,2.57,ADJ
angoisser,0.98,0.27,VER
angolais,0.10,0.00,NOM
angolais,0.20,0.07,ADJ
angon,0.00,0.41,NOM
angor,0.01,0.00,NOM
angora,0.04,0.54,ADJ
angora,0.29,0.34,NOM
angström,0.01,0.20,NOM
anguille,1.74,2.03,NOM
anguis,0.00,0.07,NOM
angulaire,0.32,0.34,ADJ
anguleux,0.17,1.82,ADJ
angulosité,0.00,0.07,NOM
angustura,0.00,0.27,NOM
anhydre,0.04,0.00,ADJ
anhydride,0.04,0.07,NOM
anicroche,0.06,0.54,NOM
ânier,0.00,0.54,NOM
aniline,0.01,0.27,NOM
animal,3.34,6.01,ADJ
animal,36.89,47.23,NOM
animalcule,0.00,0.14,NOM
animalement,0.00,0.27,ADV
animalerie,0.42,0.07,NOM
animalier,0.00,0.07,NOM
animalier,0.32,0.20,ADJ
animalité,0.01,1.42,NOM
animateur,1.90,1.42,NOM
animation,1.45,8.18,NOM
animaux,1.79,2.30,ADJ
animé,2.79,3.18,ADJ
animer,0.94,4.12,VER
animique,0.00,0.07,ADJ
animisme,0.00,0.07,NOM
animiste,0.00,0.07,ADJ
animosité,1.07,2.57,NOM
animus,0.02,0.00,NOM
anionique,0.01,0.00,ADJ
anisé,0.00,0.07,NOM
anisette,0.15,1.01,NOM
ankylose,0.12,0.88,NOM
ankylosé,0.11,0.47,ADJ
ankyloser,0.00,0.14,VER
annales,0.78,1.76,NOM
annamite,0.00,0.14,ADJ
annamite,0.00,0.14,NOM
anneau,17.59,9.53,NOM
